text,label
"i was checking the app for my account and i noticed there is an authorized charge on it.  i haven't used my card today, so i know i didn't do it.  i would like the transaction reversed and the money replaced.",28
is there a limit for age?,1
"about two days ago now, i made a transfer from france but it hasn't arrived yet. is it possible that the international transfer just takes longer?",5
why hasn't my top up gone through?,47
i'm looking for a machine of yours that will provide me cash from my home country. i went on holiday and don't have any cash on me. will your machine charge me extra to do this?,76
when are you going to activate my card?,0
please cancel the transfer i just made.  i put in the wrong account number and can't seem to stop it on the app.,8
why is my disposable card not working?,72
are there any discounts in exchanging currencies frequently?,31
hey i thought transfers were free.  why are you charging me?,64
i would like to cancel a purchase.,52
help me access the card i already got so i can information from it.,13
i need to change my card pin.,21
am i allowed to transfer money to a beneficiary?,7
help me!  i lost my card.  what should i do?,41
what do you use disposable cards on?,37
i am worried about fees for top up cards?,57
can i auto top up multiple times?,4
i do not recognise the card payment.,16
i am waiting for the money to enter my account. how long does it take?,67
"when i travel, can it automatically add money in certain intervals?",4
i tired to get cash in the atm but it was cancelled,26
let me know when you charge for payments. i just checked the app and saw a fee that i wasn't warned about.,15
am i permitted to have a spare card?,39
my credit card for was not approved for a top-up transaction.  what happened?,59
i tried activation my card and it didn't employment,0
do you have any options to top up with a cheque on my account?,58
when will it be delivered to the us?,12
i want a refund for an item,52
what is the source of funds for my money?,70
what do i do if i have exceeded all my pin tries?,49
"i got double charged from something, what can i do?",63
how long does it take for pending transfer transactions to post?,48
i received the wrong amount of cash back,75
do i need to set a limit on auto top-up?,4
how can i obtain a disposable virtual card?,37
i'm on vacation in europe but i desperately need to change my pin. can i do this from abroad?,21
i have a cash withdrawal in my statement. why is that?,20
how many top-ups can be approved?,60
there is a transfer pending.,48
help me!  i don't know what my password is.,44
i was charged twice.,63
what is the process for activating a new card.,0
would i need to pay extra for currency exchanges?,31
will i be charged an extra fee if i need to exchange currency?,31
i'm trying to purchase a flat but i need my first payment for my mortgage to go through first. i keep getting an error. i'm not sure what is going on but i need help making this transfer.,35
i may have entered the pin wrong and the account is blocked.  what do i have to do to get it unblocked.,49
i think someone may be using my card.,22
"i was charged for a cash withdrawal, why?",19
can you tell me the countries you provide support for.,24
what would i be charged in receiving a sepa transfer?,56
can i have another card in addition to my first one?,39
where can i have a virtual card,40
can you tell me about these disposable virtual cards?,37
"there must have been a mistake, why was i charged an extra pound?",34
"hi, i made a transfer from france two days ago and thought it would be here by now. can you give me an update please?",5
how can i receive my salary in another currency?,50
i want a virtual card that is disposable,37
i have a transaction showing multiple times.,63
i can't log in,44
do you know the reason for the identity check?,74
where do i top up my google pay?,2
my payment card was declined - could you tell me why?,25
what cash stations take this card?,3
can anyone else top-up for me?,62
what are the auto-top up policies?,4
how can my account have money transferred into it?,65
can i request a refund,52
how much longer do i have to wait until my transaction is complete? i transferred money to another country many hours ago and the transaction is still pending.,48
i'm not sure why the card payment didn't work.,25
who should i contact if my refund doesn't go through?,51
"the atm would not give me cash,why?",26
i'm in china and really need a new card.,9
where exactly does money come from,70
why would a transfer to an account not be allowed?,7
i'm wanting to get a visa card today.,73
my card was declined,25
why has my deposit in the atm not cleared yet?,46
am i able to open an account for my children?,1
how much extra will i be charged for exchanging foreign currency?,31
my card was declined but it shows as multiple charges?,63
if my card is about to expire how long would it take to receive a new one and how much would that cost me?,9
"please, tell me why i can't have the funds i deposited a week ago? i need the money now.",6
"i deposited a check yesterday and im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6
someone might be using my card.  what should i do?,22
my card data has been exposed.,22
"hello, i was contacted by a seller who let me know my money didn't come through on their side. it most certainly came out of my account so i need this looked at immediately because now it has been returned to me!",53
i am wondering if international transfers take longer. i a made a transfer from france two days ago and believed it would be here already. please let me know when i will get it!,5
my transfer has still not appeared.,5
"i have used my card online before and wasn't charged, why am i charged now",15
why was i charged a fee for using my card,15
how can i change my name in my profile?,30
how do i re-order a damaged card?,14
can you tell me exactly what fees i will expect to see in regards to your cards?,43
there is an extra small charge on my card! what do i do?,34
"hello-can you please help me get a refund from this merchant?  i ordered a product and would like to return it. i have been unsuccessful in getting the merchant to return my request for the past several days.  i understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",52
why wasn't my contactless accepted at the metro?,23
what is happening?  i have tried to transfer money 5x already.  is the system down?  this shouldnt be happening as this is a basic transfer.,35
"i tried to top-up, why didn't it work?",59
my money transfer has not yet occurred,48
i think that there was an error in calculating the exchange rate.  i recently withdrew cash and received much less than expected.,76
can you tell me why a cheque deposit isn't showing in my balance?,6
"i just went through a old statement and noticed that a very large payment went through and i did not make it. it was from a few months ago, can i still dispute the payment?",28
can the delivery be specific to my needs?,12
why didn't i receive the right amount of cash?,75
please help me.  my disposable virtual card won't work right.,72
i did a transfer but its still pending,48
a wrong amount of cash we sent to me.,75
what can i use to verify my identity?,69
can i add money to my account via bank transfer?,65
whats the limit on my top up,60
can you tell me about why the account i have was charged an extra 1$,34
can i get a physical card online,43
is it possible to have more than one disposable card?,29
instruct me how to reset the passcode.,44
why was my transfer request decline?,27
still waiting for transfer to be completed.,66
"i locked myself out of my account, how do i unblock my pin?",49
what is the formula for your exchange rate?,32
"i notice a transaction a couple of weeks ago in my account, from a seller that i don't recognize. is there a way we can trace back the information to make sure it was truly something i did?",28
"when i tried to transfer funds to my friend today i was unable to do so, why?",35
"give me back my money, i'm not paying the sellers. it has been a long time ago that i made an order and it just isn't coming.",52
i bought something that i need a refund for.,52
are there age requirements,1
why do i need to show id,69
what different currencies can i get?,33
what is the identity verification process?,69
will i be charged for a top off transfer?,56
how long do you have to wait to see your virtual card your ordered?,40
i have questions about how to transfer money to my account.,65
"i purchased something and already received it, why hasn't the money taken out?",53
what is this cash withdrawal i don't recognize?,20
after i used my card i saw i was charged a fee for using it,15
what services can i use to top up?,2
why was i charged a fee for withdrawing money off my card?,19
can i verify my identity i the app,69
i have a charge i did not make.,16
where do my available funds come from?,70
can i use google pay for topping -up,2
the check i deposited yesterday isn't listed yet.  isn't that pretty slow?  i need to see the balance increased by that check.,6
i'm not sure where this charge came from.,16
is it possible to give a second card from my account to my daughter?,39
i need some help figuring out what this strange payment is on my account. it's stays pending and won't go away.,34
im not sure if a seller is giving me my money back! i asked them to refund my money for the item but it's been a week now and still nothing has been given back to me. can you resolve this for me?,51
could you explain why my card payment did not work?,25
"i purchased something and the seller hasn't received the money yet, but it has been deducted from my account.",53
is there a disposable virtual card?,37
it's only been a few weeks my my top-up got cancelled,61
do i need to go to an office to change my pin?,21
i have a question regarding the pin of the card?,38
"hello. my credit keeps being declined, last night and again today, as i try to buy something. what is the status of my card?",27
help me link my card,13
what is the correct exchange rate for getting cash,76
help.  my card is broken.,14
i want to find out what happened to my new card?,11
why do i have to verify top up?,71
could i get a mastercard and visa from you?,73
i wasn't able to use my card today when i went out for lunch. wondering why that is?,14
is there anywhere i can't use my card?,10
i see a duplicate payment.,63
it's been a few days since i've tried to pay a seller but the funds aren't going through. what is happening?,45
verify top-up card help?,71
"i thought i lost my card but i found it today, so i would like to reactivate it.",13
can i change my in at all atm's?,21
can i possibly change my currency to another?,33
"a card has been sent to me, how do i track it?",11
how many days processing new card?,23
why is there a fee for cash withdrawal?,19
i sent a payment to the wrong account number - can that transaction be reversed? i am worried about accidentally giving my money away.,8
i can't access my account.,44
what i need to verify my account,74
how do i find top up for cash deposit,58
it's been a week since you sent my card and i still don't have it.,11
"i just took some cash out of a cash machine in heathrow airport because i wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",19
"hi, i am trying to buy something online, but i think there is some issue in my card. as payment is reverted. please help me in this as i am facing the same issue from last two weeks.",53
i don't see any change in my balance.,5
"hey i double checked that i have the correct account details already, they're right for sure. transfer is still pending since forever. it's not that difficult to transfer money to another country in 2018 is it?",48
i was only given $20 after trying to withdraw $100,75
how come my card doesn't work anymore?,14
i have transactions that i don't recognize - i think someone is using my card.,22
how much does it cost to do a transfer?,56
i purchases several items today. why are they still showing pending?,45
what does it mean if it says my card payment has been cancelled?,53
"everything seems fine with my account, so why did it decline my payment?",25
how can my friends top up my account?,62
my account shows a direct debit charge that i have never seen before,28
can i use this all over the world?,24
i need help as fast as possible! i made a mistake on my most recent transfer; can you please stop it before it goes through?,8
"my card payment has been declined, do you know why?",25
what does it mean if my payment is pending?,45
i tried to use my card today in the restaurant but it didn't work and just got declined. what's wrong?,14
i haven't received the cash from the check i deposited.,6
do you charge extra for duplicate cards?,39
i noticed on my online statement that an atm withdrawal i made early is still pending.  is this accurate?,46
i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer immediately. i cannot do anything from the app.,8
there has been a charge pending on my account statement that i can't figue out it's for a dollar.,34
"there is a direct debit that i didn't set up, what should i do?",28
how do i change the details in my account?,30
how can i create another card linked to this account?,39
"i'm waiting for a transfer from the us, how much longer?",67
can i have it delivered on a specific date?,12
there is a pending payment on my account that is very strange. i don't remember making this and it won't go away. can you help me figure this out?,34
my google pay seems to be acting up.,2
why do the top-ups need to be verified?,71
"if i want to get an account for my daughter, can i do that?",1
"card payment was declined, do you know why?",25
where are the atms that accept this card?,3
why do we need to verify top-up?,71
my card hasn't came in the mail yet?,11
how do i top up with cash?,58
how long am i to wait before the transfer gets to my account?,67
what card or currency can i use to pay?,54
is it normal to get charged extra when i use my card?,15
i was supposed to get a refund but i do not see it on my statement. when is it going to be updated?,51
can i use the card at any cash machine?,3
"yesterday, i made an incorrect payment to the wrong account for my rent payment. i need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",8
why are all my identity details required,74
am i able to top up with apply pay?,2
my cash out is still pending,46
how much is it to use my us debit or credit card to top up?,57
what us cards do you accept?  i only have 1 other.,54
please check and let me know why my transfers are getting declined.,27
i was charged an extra fee for a card payment. i was unaware of these fees beforehand.,15
is it possible to top-up automatically?,4
how do i know what exchange rate i will get?,32
what do i do if i completed a money transfer but the recipient hasn't received it?,66
i want to cancel a transaction from this morning.,8
at what places accept my card?,10
i left my phone at the hotel.,42
where is the pin for my card located?,38
"i tried transferring money to a beneficiary, however, i was unsuccessful.",7
google pay isn't working. what is wrong?,2
what is the status of my card's delivery?,11
i sent money to a person and they haven't received the payment yet.,66
how do i use cash to top up my account?,58
when will my transfer be in my account?,67
"i just got my new card, how do i activate it?",0
is it possible to get another card?,39
how do i change my last name?,30
can you help me process a refund?,52
there is a debit transaction on my statement that i did not make,28
what is the price for a physical card?,43
what's the phone number to freeze a card?,41
"hello, i am a new customer, and just tried topping up for the first time. according to your information, the transaction should be instant - why does it still show as pending?",47
"i deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  it's been a day already!",6
i live in germany. is that one of the countries you are in? what other countries are you in?,24
why is my top-up showing as cancelled?,61
i want to inactivate my account.,55
what's the process for topping up my card?,62
what do i do if i forgot my pin?,49
i would like to edit my personal information .,30
"i reside in the us, but i want a card.",24
"i got a transfer fail message, but no explanation of why-- what happened?",35
why isn't my google pay top up working for me? did i do something wrong?,2
my card payment did not go through.,25
what's a verification code?,71
i do not know why i was charged for the $1 transaction.,34
how to access my virtual card,40
"i tempted to get some money out of the machine earlier and it did not work.looking now, the transaction actually shows to still be in progress. i would certainly appreciate someone look into this and let me know what's going on. i definitely do not want to be charged for money i never received.",46
are there atm fees?,19
what's my top-up verification code?,71
i cannot find my pin.,38
how long will it be  before the person i sent money to is able to see it?,66
"i think there may be something wrong with my card. i have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",26
when do i activate auto top-up?,4
i noticed my card was used in a small town that i have never been to. can you stop the card from being used more?,22
i want to get a virtual card!,40
i would like to top up with check,58
why is my card being declined when i try to do a top-up? how can this be immediately resolved?,59
why haven't i received my new card yet?,11
help please!  my rent payment is coming out tomorrow and i made a payment mistake yesterday! can you put in in the correct account?,8
i think you reverted my top up.,61
help me create several temp cards every day.,29
i see a direct debit that i didn't authorize,28
"i was abroad and needed some cash, but i think the wrong exchange rate was applied to the transaction.",76
at which locations can i order a card?,43
how do i change my account details?,30
i don't recognize this debit transaction in my billing statement?,28
i bought something online and it says there was a fee to transfer money. isn't that free?,64
how can i make my card active?,0
can i link your physical card,13
how do i get this damn virtual card to work?,72
can you  tell me how to get aud not gbp?,33
my card is about to expired what will happen?,9
"i was trying to use contactless earlier, but it didn't work.",23
"if i see a payment in the app that i don't recognize, what should i do?",16
i tried to charge my card but it was declined. a couple days ago i was able to charge it and it was accepted. is something wrong? will you double check for me please?,59
am i going to be charged for receiving  money?,56
what are the steps i need to take to cancel a transaction?,8
will there be any extra fees if i exchange currencies?,31
are you able to delete my account?,55
what documentation do i need for the identity check?,69
help my find the verification code on a top-up.,71
how would i change my details?,30
my card activation attempt failed.,0
i can't get my card out of the atm,18
please cancel the latest atm charge on my card as my card was declined earlier today and i did not receive that cash.,46
can i get a full list of instructions for identity checks?,69
i recently made a transfer but i need to cancel it as soon as possible.  please let me know when this happens.,8
does it cost to add money to my card?,57
i want to close my account. the service you provide is unsatisfactory to me.,55
how do you find the exchange rate?,32
a transfer to my account shows as still pending and i wanted to know how long it is suppose to take to clear.,48
do the disposable cards have any restrictions on them?,29
my transfer to an account failed.,7
where did this extra €1 fee on my statement come from?,34
i didn't receive my money earlier and it says the transaction is still in progress. can you fix it?,46
what is the charge for paying with my card?,15
i didn't withdraw cash but i see that transaction on my app,20
i saw there is a cash withdrawal from my account via the app which i did not complete.,20
help! i've forgot my app passcode!,44
my app says i withdraw funds from my account through an atm.,20
i'm travelling abroad but i've run into a situation where i need to change my pin immediately. can i do this from here?,21
my recipient hasn't received the money,66
my card payment won't work.,25
are there any atm's near me that accept this card?,3
i have an unknown direct debit payment on my account,28
why isn't my purchase exchange rate correct?,17
why did i only get $20 now the full amount i wanted?,75
how do i exchange aud for gbp?,33
why is there a charge for $1 on my account?,34
how will i know when i can use the auto top-up feature?,4
i'd prefer a mastercard.,73
how do i verify the source of my funds?,70
which currencies are allowed?,36
why does my payment appear as pending?,45
mastercard is my preferred company.,73
i have have multiple charges for one transaction.,63
if i need to top up with cash where should i look?,58
there is a vendor name i don't recognize on a payment from my account. i don't think i made this payment.,16
how are foreign exchange rates determined?,32
i couldn't make a transfer because it was declined,27
what are the currency exchange fees?,31
it looks like my top up didn't work.  why?,59
i made a transfer to my friend earlier and she hasn't received it yet.  what's the hold up?,66
top up did not work on the app.,59
when will the balance on my account change form a transfer,5
why is my payment in pending status?,45
i need to make a transfer but it keeps getting declined i need help!,27
how long does transfers take?,5
why did they take more money out then i withdrawed?,19
i want to get a card but i live in the us,24
why hasn't my payment shown up yet?,45
can you tell me the names of the fiat currencies that i can use at your institution?,36
"this is terrible, i want to delete my account",55
there is a payment with my card which i definitely did not make by me .never seen that it before.,16
my card payment wasn't declined,25
the activation process for my card isn't working.,0
how do i shut down my account and get out of this company?,55
how do i see what i transferred,5
do you issue cards for someone living in the us?,24
i don't have my mobile device and am unable to make the payment because i forgot my details.,42
why did my credit card get declined for top up?,59
how do you calculate exchange rates?,32
"i withdrew money from an atm today, and now my account is showing a different amount than what i withdrew. i checked the amount the atm gave me, and it looks like it gave me the wrong amount of money. what is the best thin for me to do to get this fixed?",75
my card has not come in the mail yet.,11
"i'm trying to verify my top-up card, but i can't find the code...?",71
can my children get an account?,1
help!  my card is stolen.,41
can i activate my card with the app?,0
i noticed a charge for a transfer.  why is this?  is it because i did an international transfer?,64
how can i get my money that i didn't get from the atm?,75
why did you give me so little currency?,76
are there businesses that don't accept this card?,10
how do i transfer money between two of my accounts?,65
can i get a visa instead of a mastercard?,73
my transfer didn't complete. why can't i access funds?,35
how do i get refills to my card when i'm traveling?,4
what currencies are available for my use in holding and exchange?,36
it seems that something went wrong with my exchange. i changed russian ruble into uk pounds but have been charged entirely too much!,17
"i've been to several different countries, can i exchange the cash with a discount for a large transaction?",31
how do i get a virtual card on my device?,40
i am still waiting on my card?,11
how long will delivery to the us take?,12
why hasn't my transaction arrived?,66
i need to order a new card.,43
i have a disposable card but it does not work?,72
are top-ups allowed using apple pay?,2
can my salary be received here?,50
how do i unblock my pin?,49
how do i speed up identity verification?,74
please explain your exchange rate policy.,32
am i able to add money into my account using my american express?,54
top-up is loaded into the card and no update.,47
where do you deliver cards to?,43
can you tell me what the cash withdrawal is in my statement?,20
how do i get top up with cash deposit,58
where can i find my fund information?,70
"someone has access to my card info.  i still have the card, but someone just withdrew cash.  how do i get this corrected/stopped?!",20
why did i have to pay an additional amount when using my card to pay?,15
my identity hasn't been verified.  can i use my account?,74
the cash abroad exchange rate is applied wrong.,76
which countries are supported,24
can this app exchange american and english currency?,33
"how do i close my account, since i'm dissatisfied?",55
i need a virtual card,40
"my cash withdrawal is pending, why?",46
is this card accepted by atms?,3
why do we need to verify a top-up card?,71
i made an atm withdrawal over the holiday and then later realized i was charged an exorbitant fee!  i never would've made this withdrawal if i'd known i'd be charged so much.,76
can you help me get top up to work in the apple pay function?,2
"my money has gone missing. i had recently added money in, and saw it was there and went through. now it's missing. what is happening?",61
what currency is acceptable for a top up?,54
"so i've been using my account frequently to manage payments for my vacation house in a different country, and now i'm getting hit with ridiculously high fees! what's with that? ought not i be rewarded as a frequent user?",64
how can the money machine keep my card what do i need to do?,18
the exchange rate is incorrect for my payment.,17
help me verify my identify?,68
someone hacked into my cards account.,22
what was the extra charge for withdrawing money?,19
how old do you need to be to open an account?,1
what are the age limits for your service?,1
is there a tracking number for the card you sent me?,11
i sent money to someone but they haven't gotten it yet,66
what caused my top-up to be returned?,61
may i transfer a cheque into my account?,58
should my top up still be pending?,47
can i get a new card?,43
my card payment failed.,25
the transger i tried to make failed.,35
i'm having problems making a transfer to another account. i keep getting a declined message. i know that the information i'm putting in is accurate because i have checked it more than once.,27
i have a trasnger that is pending and wondered about it.,48
"after inputting the wrong pin too many times, can you now help me unblock my pin?",49
i need you to delete my account right now.,55
my card still hasn't been delivered,11
my card doesn't seem to work.,14
"hello, what is a virtual card and how do i get one?",40
how can i add physical money to my card?,58
"i did a bank transfer to top up, but the money is not available.",59
"always exchanging currencies, do you offer a discount?",31
two days ago i did a transfer to another account within the country.  it doesn't appear the transfer went through.  i have verified the account number several times.  could you please check on this for me?,66
what does it mean when it says that i have a payment that is pending?,45
can someone please help assist me by explaining to me why my pass-code is not working?,44
where would i order a virtual card?,40
can i transfer my salary onto here?,50
is there any amount in which i would get cut off from topping up?,60
what steps should i take before my card expires?,9
"the expiration date for my card is coming up, how do i get a new card?",9
what are the sources for the funds in my account?,70
"please help, the atm swallowed my card, what do i do?",18
how do i know where i can get money withdrawn?,3
what do i do if i believe to be a victim of credit card fraud?,22
i've deposited a check in my account but the cash isn't showing as available.,6
i recently deposited a cheque and cannot find the cash from it.,6
why was i not able to get cash from the atm?,26
i haven't gotten my credit card in the mail.,11
please tell me the types of currency i can hold.,36
can i use my social security card as a form of identity?,69
what is the estimated time on an urgent transfer from china?,67
help me terminate and close my account.,55
why did you charge me extra for withdrawing money?,19
can i verify my top-up card?,71
why have i been charged a fee for transferring money?,64
is the atm broken? i can't get cash from it.,26
i am not happy with your company. please delete my account asap.,55
my card is almost expired.  how fast will i get a new one and what is the cost?,9
when will the transaction post to my account?,48
i was unable to transfer money to a beneficiary.,7
can i automatically top-up when traveling?,4
how many currencies can i have?,36
i requested a refund but am unable to see it in my account. why is that?,51
i have foreign currency i would like to change how much will it cost me?,31
i've been waiting for a refund where is it?,51
"i lost my phone, what should i do?",42
i ordered something online a while ago and i haven't gotten it. i would like a refund.,52
i tried to withdraw cash at an atm in the city center but my card was declined. the transaction is still showing up as pending - please cancel it!,46
can you tell me how to tell where my funds come from?,70
please tell me if i'm going to be charged for sending out more cards?,39
why haven't i gotten my payment yet?,45
"i was using foreign currency at an atm, but the rate was typed in wrong.",76
how do i get top up to work for my card,2
why did i get declined during a transfer?,27
i would like to get an item refunded,52
why has my account balance not changed after depositing a cheque?,6
my card expires next week. how do i get a new one?,9
how do i add an existing card to the app?,13
is american express supported for adding funds?,54
why did i get less from the atm?,75
there is more than one charge on my account for a transaction.,63
"cash withdrawal has been pending, why is it so?",46
how do i receive a refund for my item?,52
"i have my card, when whill my pin be available?",38
which credit card top-ups do you accept?,54
i received my salary in the wrong currency. how do i change this?,50
what do i do if i see a transaction on my card that i don't recall making?,16
i have a duplicate charge,63
why can't i take $100 out,75
i'm being charged for using my card!,15
what do i do if my card expires soon?,9
it's requiring me to verify my identity?,74
why is there a €1 charge on my statement?,34
what is the max amount of top-ups?,60
what needs to be done to activate and use a card?,0
what to do if my physical card is not working?,14
will a cheque suffice?,58
i want a mastercard,73
i transferred money and it hasn't come yet,66
my card will not work,14
my card is about to expire.  are there any costs with a replacement card?  how quick do you mail it to me?,9
"please tell me, do you use visa or mastercard?",73
my virtual card has not came yet!,40
"i was charged a fee for the transfer, but can you tell me why?",64
can my salary be received and transferred to my current currency in my country?,50
there is a direct debit payment that i did not make.,28
what types of top-up methods do you accept?,58
shopping on line i was declined when trying to buy something.,27
can i use my account although my identity verification has yet to pass?,74
why do i see an extra fee on my statement?,34
what is the first step that i should take after my card has been stolen?,41
should my cash withdrawal still be pending?,46
i don't know what pending transaction means.,45
hi! what documents can i use to verify my identity?,69
the top up failed,59
are there restrictions on disposable virtual cards?,29
why is the atm not allowing me to get cash?,26
are there any charges for top ups?,57
"i tried to make a transfer, but it didn't work.",35
why haven't i been given a virtual card yet?,40
why did the bank reject my transfer?,35
there's a cash withdrawal that  didn't make that is showing up.,20
i can't see a top-up top-up verification code.,71
my card arrived but i don't know how to get my pin.,38
i'll send a check to top up my account,58
i didn't know i was going to get charged to use my card.,15
my refund isn't showing up on my statement.,51
i didn't make a payment at this business.,16
"hi, i'm in progress of purchasing a flat and am trying to make to make a payment.  an error is appearing, and i need assistance.",35
why is my balance still the same after a cheque deposit?,6
why hasn't my return cleared my account?,51
"for adding money, which currencies do you accept?",54
"hello, i'm a brand new customer and tried topping up for the first time today. it has been pending for half an hour and doesn't seem to be working. please resolve this.",47
i used foreign currency to buy something and i think the rate applied is incorrect.,17
i could not use my card in a store.,25
can i add money in intervals to my account?  i will be traveling.,4
what do you do with all the identity information you're collecting from me?,74
whats the max i can top up,60
why can't i get cash out?,26
do you let me choose between visa and mastercard?,73
i'm trying to purchase crypto via the app. i haven't been able to get it to go through. am i doing something wrong?,7
i want a new card,39
is there a reason why my virtual card won't work?,72
do you charge for transfers?,56
could you please help me?  i made my rent payment and have double checked that i sent it to the right account.  the person receiving it says he has not received it but it shows complete on my side.,66
"i'd like to get a visa card, please.",73
what happened to the money after i put in the wrong info and it got declined,62
how do i reset my passcode?,44
i am very dissatisfied with the services that you are providing.  i want to cancel my account.,55
i would like to report an issue with my product and want to get it refunded,52
i did not have the right exchange rate applied to my situation of pulling out cash,76
when will my top up go through?,47
i can't enter my passcode.,44
i can't get a contactless payment to work.,23
why is it required to verify my identity?,74
how long will it take to transfer from europe?,67
how long is us delivery?,12
i withdrew cash and was charged. why?,19
can i get a second card for free?,39
what are the steps i should take to recover my swallowed card?,18
my transfer to my account is missing.,5
how can i exchange aud for gbp?,33
what is the max amount of disposable cards i'm allowed.,29
with one disposable card how many transactions can i do?,29
how can i cancel a transfer i made,8
"i have my residency in the us, but i would love to get a card.",24
"can you tell me how long it would take, to make a transfer from france? i made one 2 days ago and its not there yet.",5
is there a reason to why i was charged twice for a transaction?,63
i did not get any money but still was charged,75
why was i charged for withdrawing cash?,19
can i transfer money using the swift service?,56
can you give me a virtual card?,40
you did not give me the correct exchange rate for an item that i bought.,17
how can i receive money from my friend?,50
what is this extra fee while i was doing a transfer?,64
my card payment didn't work,25
i need another card for a member of my family. is this possible? how soon can i get one?,39
what is the fee for topping up by card?,57
seems like my top-up has been cancelled,61
please can you block the transaction i just sent from my account? it was a payment but i accidently typed in the wrong details and think it might have gone to the wrong place.,8
this card payment isn't is recognition.,16
how do i request more physical cards?,39
i would like a virtual card...how do i get one?,40
when will my balance reflect a deposit?,6
"there's an extra fee on my statement, why is that?",34
why would a cash withdrawal be pending?,46
i bought something abroad and the exchange rate applied is wrong,17
"when using my card i was charged a fee for doing so, why?",15
what can you use the disposable cards for?,37
there's something wrong on my bill. a transfer fee should never have been added.,64
is there a daily auto top-up limit?,4
i bough an item and the exchange rate was incorrect.,17
could i open an account for children?,1
how much does it cost for a physical card?,43
what is the disposable card for?,37
tell me how i can order my card.,43
what should i do if i think there are unauthorized transactions?,22
i completed a payment with my card a while ago. it's still showing up as pending. what time frame does this normally take? it doesn't appear to have worked.,45
what is the status of my refund,51
there is a direct debit payment on my account that i didn't authorize.,28
my refund is not showing.,51
how do i link an existing card?,13
how do i exchange currencies using this app?,33
i have been charged twice for the same transaction.,63
can i use this card at any store?,10
is it possible to change my pin if i am out of the country?,21
i think my top up was reversed.,61
there was a charge applied when i used my card.,15
where's the money i transferred into my account?,5
at what cash machines can i change my pin?,21
what about a auto top-up?,4
i need a new card because the atm took mine.,18
i made a payment with my card and it hasn't changed. how long do you think this will take?,45
how come i got charged extra for withdrawing cash?,19
i can't use the app because i got mugged yesterday and they took everything. i need some help.,42
there is a record of payment i never submitted on the app.,16
"if i top up by card, what options do i have re: currency and card type?",54
how long do bank transfers take to clear,5
i payed with the card and there was an extra fee?,15
please delete account,55
what is the charge for exchanging currency?,31
i wanted to know why my transaction didn't go through.,27
"visa and mastercard, can i get them both?",73
is it possible to exchange currencies on the app?,33
what do i do if the machine rejects my card?,14
is there a specific date i can have it delivered?,12
can i transfer money to my card via bank-transfer?,65
how long do bank transfers usually take?,5
what are the acceptable currencies for adding funds?,54
my credit card was just denied for top up! can you tell me why this happened and what's going on?,59
i think a card payment i made was cancelled.,53
i transferred some cash and it didn't arrive,66
i want to use a payment card to top up my account. how can i do this?,54
someone may have made an error in figuring out the rate of exchange.  i should have received more cash than i did on my most recent withdrawal.,76
i tried my pin too many times,49
"i want to top up by card, what do you support?",54
how do i get a new expiration date?,9
is it free to add money to my card,57
why would i need a disposable card?,37
after taking over my card transactions i noticed that was charged twice for a restaurant purchased from earlier this week. can you please remove one of these transactions from my account since it is not accurate?,63
who can send me money?,50
why do i have an unexpected fee on my bill?,64
"around one or two weeks ago i purchased something but there's seems to be an issue. i have already received one of the items, but today the money was placed back into my account. what is happening?",53
"please help! i was looking at my account and saw a transaction with a seller i don't remember. is it possible for you to track the sale, because i really don't think i made a payment to them.",28
i bought something and already paid for it but now i don't see it.,53
can you make sure i get a mastercard and not a visa?,73
i see a charge for a direct debit that was not me.,28
how long does it take for a money transfer to show up?,48
why are fees charged for cash withdrawals? i went to withdraw some money earlier today after shopping. there's a new fee that there.,19
can you please tell me how long it takes for the transfer to be available.,67
can i have a spare card for this account please?,39
my order needs to be canceled.,52
what flat currencies do you support for holding and exchange?,36
a transfer has to be cancelled.,8
can i get some help activating my new card?,0
i need several cards per day. and i need to be able to throw away all of the cards i make.,29
for what reason must i authenticate the top up?,71
could you tell me why my top up isn't showing in my wallet?,62
tell me how to get a refund for something i bought.,52
where do i order additional cards?,39
what would cause a transfer failure?,35
i want to top up by card,62
there is a duplicate charge on my account.,63
do i get charged for a top up from a european bank?,57
there is a payment on my card that i do not recognize.  i've never seen the name on the transaction before.,16
how do i go forth on holding money in multiple currencies?,36
what types of fiduciary currencies are supported for tenure and exchange?,36
how can i dispute a direct debit transaction?,28
what do i do if the atm swallowed my card?,18
let me know when applying extra charges for payments. i just checked the app and saw a fee that i wasn't warned about.,15
why do you have the identity check,74
why wasn't my bank balance updated?,5
this exchange rate you use is awful! please tell me this is a mistake and not the official interbank exchange rate!,17
the exchange rate you are using is bad.this can't be the official interbank exchange rate.,17
i took out money from the atm and it's still showing as pending?,46
how do i dispute a direct debit that i didn't do?,28
can i receive payment in another currency?,50
i am having trouble verifying my id.,68
